SYMPTOM_ID,SYMPTOM_NAME
5543,Pasteurella infection
5544,X-ray with contrast lower gastrointestinal tract
5545,Vascular stent stenosis
5546,Traumatic renal injury
5547,Oestriol normal
5548,Lewis-Sumner syndrome
5549,Secondary adrenocortical insufficiency
5550,Infusion site swelling
5551,Haphephobia
5552,Pituitary apoplexy
5553,Bezoar
5554,Unintended pregnancy
5555,Vitamin D deficiency
5556,Antiendomysial antibody test
5557,Eye burns
5558,Thyroid adenoma
5559,Ligament pain
5560,Splenic varices
5561,Lactate pyruvate ratio abnormal
5562,Eye exercises
5563,Calcium ionised normal
5564,Affective disorder
5565,Cardiac index normal
5566,Conjunctival oedema
5567,Abortion spontaneous complete
5568,Interferon gamma release assay
5569,Electrocardiogram PR segment elevation
5570,Nasal adhesions
5571,Haematology test
5572,Visual perseveration
5573,Radical hysterectomy
5574,Injection site haemorrhage
5575,Cardiac amyloidosis
5576,Anticoagulation drug level below therapeutic
5577,PFAPA syndrome
5578,Angiogram abnormal
5579,Large intestinal haemorrhage
5580,Gastric hypermotility
5581,Administration site dryness
5582,Anti factor IX antibody
5583,Therapy naive
5584,Echinococciasis
5585,Exposure to extreme temperature
5586,Small intestinal anastomosis
5587,Lymph node ulcer
5588,Disorder of orbit
5589,C1 esterase inhibitor test normal
5590,Percussion test
5591,Vaccination site scab
5592,SARS-CoV-2 test positive
5593,Tympanoscopy
5594,Gastrointestinal infection
5595,Tractional retinal detachment
5596,Human ehrlichiosis
5597,Blindness
5598,Volvulus repair
5599,Computerised tomogram aorta
5600,Autonomic neuropathy
5601,Viral uveitis
5602,Acne infantile
5603,Follicular lymphoma stage III
5604,Escherichia infection
5605,Antisocial behaviour
5606,Laryngotracheitis obstructive
5607,Keratosis follicular
5608,Bladder hypertrophy
5609,Dependent rubor
5610,Hypopituitarism
5611,Papillary cystadenoma lymphomatosum
5612,Diamine oxidase deficiency
5613,Muscle operation
5614,Withdrawal syndrome
5615,Refusal of vaccination
5616,Libido disorder
5617,Ablepharon macrostomia syndrome
5618,Mood swings
5619,Neuropathic arthropathy
5620,Deafness traumatic
5621,Pregnancy on contraceptive
5622,Post inflammatory pigmentation change
5623,Immobilisation prolonged
5624,Anisocoria
5625,Gingival cyst
5626,Osteochondroma
5627,Vibrio vulnificus infection
5628,Breast cancer recurrent
5629,Immunosuppressant drug level
5630,Product administered at inappropriate site
5631,Graft haemorrhage
5632,Xanthopsia
5633,Nephroureterectomy
5634,Liver carcinoma ruptured
5635,Plasmodium ovale infection
5636,Vaccination site inflammation
5637,Genital hypoaesthesia
5638,Chronic eosinophilic leukaemia
5639,Primary cutaneous adenoid cystic carcinoma
5640,Chemotherapy side effect prophylaxis
5641,Psoriatic arthropathy
5642,Breakthrough dengue fever
5643,Poor weight gain neonatal
5644,Eosinophil percentage
5645,Hypotension
5646,Eyelid scar
5647,Spontaneous amputation
5648,CSF culture
5649,Scan bone marrow
5650,Renal failure chronic
5651,Attention deficit/hyperactivity disorder
5652,Fine motor delay
5653,Pseudocellulitis
5654,ACTH stimulation test
5655,CSF cell count normal
5656,Mast cell activation syndrome
5657,Abstains from alcohol
5658,Menstrual discomfort
5659,Non-consummation
5660,Product dose omission
5661,Urethral cancer
5662,Blood homocysteine normal
5663,Parasitic test negative
5664,Normal delivery
5665,Fear of injection
5666,Antimicrobial susceptibility test
5667,Gastritis haemorrhagic
5668,Pseudoallergic reaction
5669,Dermatitis herpetiformis
5670,Roux loop conversion
5671,Anaemia splenic
5672,Nonreassuring foetal heart rate pattern
5673,Corneal irritation
5674,Euthyroid sick syndrome
5675,Skin abrasion
5676,Procalcitonin decreased
5677,Thyroiditis acute
5678,Plastic surgery to the face
5679,Haemorrhagic varicella syndrome
5680,Gastrointestinal fungal infection
5681,Anorectal discomfort
5682,Protein-losing gastroenteropathy
5683,Blood uric acid decreased
5684,Anal erythema
5685,Acquired oesophageal web
5686,Inappropriate schedule of drug administration
5687,Post procedural bile leak
5688,Instillation site erythema
5689,Pain threshold decreased
5690,Serum ferritin decreased
5691,Rhesus incompatibility
5692,Inappropriate sinus tachycardia
5693,Whiplash injury
5694,Spinal cord injury lumbar
5695,Acute motor axonal neuropathy
5696,Fingerprint loss
5697,Chitotriosidase
5698,Intercepted product prescribing error
5699,Eastern Cooperative Oncology Group performance status
5700,Blood creatine phosphokinase MM increased
5701,Long QT syndrome
5702,Eye infection chlamydial
5703,Prader-Willi syndrome
5704,Atheroembolism
5705,Diabetic relative
5706,Anal inflammation
5707,Cardiac granuloma
5708,Homicide
5709,Fibromyalgia
5710,Ketosis-prone diabetes mellitus
5711,Polymenorrhoea
5712,Blood creatine phosphokinase MM decreased
5713,Blood creatine phosphokinase MB abnormal
5714,Biopsy peritoneum
5715,Endometrial scratching
5716,Mediastinal biopsy abnormal
5717,Application site pallor
5718,Blood methaemoglobin present
5719,Vitamin K decreased
5720,Precerebral artery dissection
5721,Capsule endoscopy
5722,Blood gonadotrophin decreased
5723,Venous ulcer pain
5724,Oedematous pancreatitis
5725,Congenital jaw malformation
5726,H1N1 influenza
5727,Red cell distribution width normal
5728,Testicular neoplasm
5729,Hyperthermia therapy
5730,Uveitis
5731,Microcytic anaemia
5732,Tongue biting
5733,Propionibacterium infection
5734,Small for dates baby
5735,Neurosis
5736,Oral mucosal exfoliation
5737,Acquired factor IX deficiency
5738,Central nervous system viral infection
5739,Immune-mediated adrenal insufficiency
5740,Rhabdomyosarcoma
5741,Bundle branch block
5742,Gamma-glutamyltransferase
5743,Brucellosis
5744,Calcitonin stimulation test
5745,Iris haemorrhage
5746,Colitis microscopic
5747,Bloody airway discharge
5748,Injection site laceration
5749,Leukaemia granulocytic
5750,Choroidal haemorrhage
5751,Nuclear magnetic resonance imaging thoracic normal
5752,Ischaemic limb pain
5753,Tooth malformation
5754,Pedal pulse decreased
5755,Benign neoplasm
5756,Breast cancer stage II
5757,Aged parent
5758,Administration site joint pain
5759,Capsular contracture associated with implant
5760,Eyelash discolouration
5761,Hypoglycaemia
5762,Nasopharyngeal cancer
5763,Gastrostomy tube removal
5764,Keratoneuralgia
5765,Fear of pregnancy
5766,Central venous catheterisation
5767,Ovarian dysplasia
5768,Interferon gamma decreased
5769,Duane's syndrome
5770,Rectal tenesmus
5771,Upper gastrointestinal haemorrhage
5772,Hepatic artery thrombosis
5773,Hepatitis alcoholic
5774,Guillain-Barre syndrome
5775,Sensitivity of teeth
5776,Viral tonsillitis
5777,Vocal cord thickening
5778,Albumin CSF increased
5779,Oral herpes zoster
5780,Labyrinthine fistula
5781,Hypoparathyroidism
5782,Ganglioneuroblastoma
5783,Breast calcifications
5784,Neuronal neuropathy
5785,Hepatic fibrosis marker test
5786,Lesion excision
5787,Myelocyte percentage decreased
5788,Enteropathy-associated T-cell lymphoma
5789,SeHCAT test
5790,Autopsy
5791,Haemorrhagic erosive gastritis
5792,X-ray with contrast upper gastrointestinal tract
5793,Premature rupture of membranes
5794,Computerised tomogram head abnormal
5795,Congestive hepatopathy
5796,Device kink
5797,Small intestinal stenosis
5798,Facial wasting
5799,Myxomatous mitral valve degeneration
5800,Putamen haemorrhage
5801,Carotid pulse increased
5802,Globulins decreased
5803,QRS axis abnormal
5804,Sputum normal
5805,Contraceptive diaphragm
5806,Intoxication by breast feeding
5807,Urethral obstruction
5808,Prostration
5809,Venous pressure jugular normal
5810,Psychogenic pseudosyncope
5811,Acquired plagiocephaly
5812,Renal tubular necrosis
5813,Decerebration
5814,Temporomandibular pain and dysfunction syndrome
5815,CD4 lymphocytes normal
5816,Splenitis
5817,Vaginal dilation procedure
5818,Peripheral nerve injury
5819,Rebound tachycardia
5820,Coagulation factor IX level decreased
5821,Degenerative bone disease
5822,Polymorphic eruption of pregnancy
5823,Bilirubin conjugated normal
5824,Ophthalmic artery aneurysm
5825,Acute undifferentiated leukaemia
5826,Melaena
5827,Haematospermia
5828,Catheterisation cardiac
5829,Neisseria infection
5830,Systemic viral infection
5831,Gingival cancer
5832,Plasmin inhibitor
5833,Immune-mediated lung disease
5834,Normochromic anaemia
5835,Device data issue
5836,Pinguecula
5837,Mucous membrane pemphigoid
5838,X-ray of pelvis and hip normal
5839,Borrelia burgdorferi serology negative
5840,Blood osmolarity decreased
5841,Hyperglycaemic unconsciousness
5842,Brain stem ischaemia
5843,Blood creatine phosphokinase
5844,Leukaemia in remission
5845,Thyroid hormones decreased
5846,Necrosis
5847,Pyelonephritis
5848,Product barcode issue
5849,Genetic polymorphism
5850,Dupuytren's contracture operation
5851,Obstructive airways disorder
5852,Metastases to oesophagus
5853,Serum sickness
5854,Peripheral nerve palsy
5855,Foetal biophysical profile score
5856,Analgesic drug level therapeutic
5857,Bacterial abdominal infection
5858,Meningoradiculitis
5859,SRSF2 gene mutation
5860,Infusion site joint movement impairment
5861,Orthostatic intolerance
5862,C1 esterase inhibitor test
5863,Hepatic artery aneurysm
5864,Adverse food reaction
5865,Intestinal perforation
5866,Ophthalmological examination
5867,Strangulated hernia
5868,Anterior chamber flare
5869,Injection site inflammation
5870,Muscle abscess
5871,Janus kinase 2 mutation
5872,Hepatitis B core antibody negative
5873,Cardiac output increased
5874,Sydenham's chorea
5875,Squamous cell carcinoma antigen
5876,Tobacco withdrawal symptoms
5877,Thyroxin binding globulin increased
5878,Hangnail
5879,Blood selenium decreased
5880,Manual lymphatic drainage
5881,Sinus tachycardia
5882,Hepatitis B core antibody positive
5883,Metabolic function test
5884,Irregular sleep phase
5885,Vestibular migraine
5886,Hyperphagia
5887,Infective pericardial effusion
5888,Respiratory depth decreased
5889,Ophthalmic vascular thrombosis
5890,Salivary scan
5891,Needle fatigue
5892,Chest X-ray abnormal
5893,Osteomyelitis
5894,Instillation site pruritus
5895,Hypohidrosis
5896,Cardiac pharmacologic stress test
5897,Scleral haemorrhage
5898,Pneumothorax spontaneous
5899,Drug abuser
5900,Adenocarcinoma
5901,Gradenigo's syndrome
5902,Laryngeal stroboscopy
5903,Papilloma conjunctival
5904,Hepatitis A antibody
5905,Icterus index
5906,Venous arterialisation
5907,Urine albumin/creatinine ratio increased
5908,Mucosal necrosis
5909,Keratoplasty
5910,Influenza A virus test
5911,Urine phosphorus
5912,Chronic cutaneous lupus erythematosus
5913,Upper respiratory tract inflammation
5914,Lactate pyruvate ratio
5915,Primary hyperthyroidism
5916,Creatinine urine normal
5917,Bone marrow necrosis
5918,Intercepted drug administration error
5919,Rectal ulcer
5920,Lupus miliaris disseminatus faciei
5921,Reflex test abnormal
5922,Tendon sheath incision
5923,Allergic respiratory disease
5924,Ectopic pregnancy with contraceptive device
5925,Silent myocardial infarction
5926,Chapped lips
5927,Duodenal obstruction
5928,Spinal pain
5929,Faecal volume decreased
5930,Porphyrins urine
5931,Erythroblastosis
5932,Blood product refusal
5933,Ultrasound pancreas normal
5934,Varicose veins pelvic
5935,Peptostreptococcus test positive
5936,Extradural haematoma
5937,Growth accelerated
5938,Thrombotic cerebral infarction
5939,Pulmonary vascular resistance abnormality
5940,Deltaretrovirus test positive
5941,Deep vein thrombosis
5942,Tracheomalacia
5943,Vasculitis necrotising
5944,Periportal oedema
5945,Reaction to previous exposure to any vaccine
5946,Blastocystis test
5947,Transurethral bladder resection
5948,Asthma
5949,Foetal haemoglobin decreased
5950,Cardiac valve prosthesis user
5951,Thoracic cavity drainage
5952,Cytokeratin 18
5953,Neurogenic bladder
5954,Exposure via transplant
5955,Nasopharyngeal tumour
5956,Infusion site scar
5957,Feeling guilty
5958,Periorbital fat herniation
5959,Adenovirus infection
5960,Diabetic foot infection
5961,Platelet count normal
5962,Alpha-1 acid glycoprotein increased
5963,Cyclic citrullinated peptide A increased
5964,Mumps
5965,Myocardial haemorrhage
5966,Clubbing
5967,Blood insulin decreased
5968,Cerebral artery occlusion
5969,Breast disorder
5970,Hepatic hypoperfusion
5971,Diphtheria
5972,Neisseria test negative
5973,Retained placenta or membranes
5974,Foetal non-stress test normal
5975,Mesenteric venous occlusion
5976,Eyelid tumour
5977,CD19 antigen loss
5978,Abdominal wall wound
5979,Intestinal fibrosis
5980,Prothrombin time ratio
5981,Genital pain
5982,Facial operation
5983,Valvuloplasty cardiac
5984,Hair colour changes
5985,Bladder prolapse
5986,Cardioactive drug level
5987,Myxoma
5988,Limb malformation
5989,Vehicle solution use
5990,Radiation proctitis
5991,Device inappropriate shock delivery
5992,Lipids normal
5993,Propionibacterium test positive
5994,Borderline glaucoma
5995,Suspiciousness
5996,Electrocardiogram pacemaker spike
5997,Blood iron increased
5998,Campylobacter infection
5999,Lymphocyte morphology normal
6000,Erythroblast count increased
6001,Therapeutic embolisation
6002,Congenital musculoskeletal disorder of limbs
6003,Stomatocytes present
6004,Blood copper increased
6005,Sinusitis aspergillus
6006,Sinus operation
6007,Newcastle disease
6008,Congenital inguinal hernia
6009,Hypovitaminosis
6010,Albumin globulin ratio decreased
6011,Infective pulmonary exacerbation of cystic fibrosis
6012,Post treatment Lyme disease syndrome
6013,Embolic stroke
6014,Lymphangitis
6015,Pleurodesis
6016,Blood ketone body
6017,Deformity
6018,Multinucleate cell angiohistiocytoma
6019,Alpha-1 antitrypsin deficiency
6020,Arthritis gonococcal
6021,Benign gastrointestinal neoplasm
6022,Copper deficiency
6023,Subclavian vein stenosis
6024,Fluorescence angiogram abnormal
6025,Hyphaema
6026,Prostatic disorder
6027,Influenza B virus test
6028,Abdominal wall infection
6029,Nasal disorder
6030,Injection site abscess
6031,Hepatic necrosis
6032,Acute pulmonary oedema
6033,Intestinal obstruction
6034,Refractory cytopenia with unilineage dysplasia
6035,Culture wound negative
6036,Adjustment disorder
6037,Radicular syndrome
6038,Chest wall tumour
6039,Uterine polyp
6040,Scan adrenal gland abnormal
6041,Colitis ischaemic
6042,Tongue carcinoma stage II
6043,Visual tracking test normal
6044,Follicular disorder
6045,Haemoglobin distribution width increased
6046,Severe fever with thrombocytopenia syndrome
6047,Barre test
6048,Cough variant asthma
6049,Clostridium bacteraemia
6050,Bankruptcy
6051,Expressive language disorder
6052,Urinary straining
6053,Carpal collapse
6054,Trichotillomania
6055,Skin disorder
6056,Fundoscopy abnormal
6057,Intrauterine infection
6058,Vascular resistance systemic decreased
6059,Bilirubinuria
6060,Epicondylitis
6061,Arachnoiditis
6062,Herpes zoster infection neurological
6063,Pericardial repair
6064,Ependymoma
6065,Factor VIII activity normal
6066,Essential tremor
6067,Blood urea nitrogen/creatinine ratio increased
6068,Granulocytes maturation arrest
6069,Erythroblastosis foetalis
6070,Muscle hypoxia
6071,Opiates negative
6072,Dandy-Walker syndrome
6073,Platelet distribution width
6074,Virus stool test positive
6075,Biliary sepsis
6076,Lung cyst
6077,Neonatal respiratory distress
6078,Anaphylaxis prophylaxis
6079,Blood smear test
6080,Salmonella test positive
6081,Intercostal retraction
6082,Creatine phosphokinase decreased
6083,Respiratory syncytial virus test positive
6084,Parvovirus infection
6085,Antineutrophil cytoplasmic antibody
6086,Asbestosis
6087,Chillblains
6088,Acute oesophageal mucosal lesion
6089,Paraneoplastic syndrome
6090,Benign prostatic hyperplasia
6091,Fight in school
6092,Enterovesical fistula
6093,Oesophageal papilloma
6094,Mobility decreased
6095,ADAMTS13 activity assay
6096,Orbital infection
6097,Immune-mediated cholangitis
6098,Peak nasal inspiratory flow test
6099,Systemic sclerosis pulmonary
6100,Blood chromium normal
6101,Haematological neoplasm
6102,Bacterial sepsis
6103,Gastrointestinal perforation
6104,Intelligence test abnormal
6105,Toxic shock syndrome
6106,Vaccination site streaking
6107,Full blood count abnormal
6108,White blood cell morphology abnormal
6109,Atherosclerosis
6110,Retinal pigmentation
6111,Myocarditis post infection
6112,Myopathy
6113,Burkholderia cepacia complex infection
6114,Schizophrenia
6115,Myocardial oedema
6116,Smoke sensitivity
6117,Urticaria vibratory
6118,Mediastinoscopy
6119,Liver induration
6120,Obesity
6121,Leser-Trelat sign
6122,Medical device site pain
6123,Peritoneal fluid analysis abnormal
6124,Glomerulonephritis focal
6125,Hyperchromasia
6126,Foetal cerebrovascular disorder
6127,Computerised tomogram venography head
6128,Angioneurotic oedema
6129,Breath sounds
6130,Eosinophilic granulomatosis with polyangiitis
6131,Ambidexterity
6132,Maxillofacial pain
6133,Cystitis
6134,Meniscus removal
6135,Food intolerance
6136,Tuberculin test positive
6137,Maternal exposure during delivery
6138,Thalassaemia alpha
6139,Anti-aquaporin-4 antibody
6140,Pancreatic enzymes decreased
6141,Anti-ganglioside antibody negative
6142,Ovarian enlargement
6143,CSF lymphocyte count
6144,Reticuloendothelial system stimulated
6145,Airway secretion clearance therapy
6146,Kernig's sign
6147,Allergic respiratory symptom
6148,Swollen tongue
6149,Cranial nerve injury
6150,Urticaria physical
6151,Preterm premature rupture of membranes
6152,Rectosigmoid cancer
6153,Pelvic misalignment
6154,Lumbar artery embolisation
6155,Cytogenetic analysis normal
6156,Splenic infarction
6157,Incorrect drug administration duration
6158,Incision site pain
6159,Dexamethasone suppression test
6160,Lymphoproliferative disorder
6161,Blood thromboplastin abnormal
6162,Umbilical cord short
6163,Shoulder fracture
6164,Basophil morphology
6165,Dropped head syndrome
6166,Metastases to central nervous system
6167,Silicosis
6168,Empyema drainage
6169,Central nervous system lymphoma
6170,Graft versus host disease in eye
6171,Bronchoscopic lung volume reduction
6172,Allen's test
6173,Skin plaque
6174,Eosinophil percentage decreased
6175,Factor II mutation
6176,Erythema marginatum
6177,CSF shunt operation
6178,Early satiety
6179,Reaction to excipient
6180,Peripheral T-cell lymphoma unspecified
6181,Alagille syndrome
6182,Alpha-1 anti-trypsin normal
6183,Gastrointestinal angiodysplasia
6184,Airway burns
6185,Spermatocele
6186,Decerebrate posture
6187,Manufacturing materials issue
6188,Retinal fibrosis
6189,Social problem
6190,Camptocormia
6191,Hepatocellular damage
6192,Adenocarcinoma gastric
6193,Blood creatinine increased
6194,Lymphoid hyperplasia of intestine
6195,Dysphoria
6196,Blood folate increased
6197,Breast fibrosis
6198,Traumatic lumbar puncture
6199,Coeliac artery aneurysm
6200,Dysphemia
6201,Adenovirus test
6202,Immunology test
6203,Lip lesion excision
6204,Puncture site abscess
6205,Pulmonary artery thrombosis
6206,Skin lesion removal
6207,Postoperative adhesion
6208,Checkpoint kinase 2 gene mutation
6209,Vessel puncture site inflammation
6210,Candida serology negative
6211,Auditory nerve disorder
6212,Staphylococcal identification test positive
6213,Extravasation blood
6214,Infusion site extravasation
6215,Bunion operation
6216,Application site inflammation
6217,Perineal haematoma
6218,Subarachnoid haematoma
6219,Blood erythropoietin increased
6220,Androgens normal
6221,White blood cells stool
6222,Subdural haematoma
6223,Coeliac plexus block
6224,Pharyngeal dyskinesia
6225,Product used for unknown indication
6226,Bile culture negative
6227,Laryngitis
6228,Anti-VGKC antibody negative
6229,Blood glucose abnormal
6230,Genital tract inflammation
6231,Bladder irritation
6232,X-ray gastrointestinal tract normal
6233,"Hallucination, gustatory"
6234,Cervix carcinoma stage 0
6235,Prostatic acid phosphatase abnormal
6236,CD19 lymphocytes increased
6237,Ectropion of cervix
6238,Oesophageal disorder
6239,Eyelid myokymia
6240,Kabuki make-up syndrome
6241,Application site purpura
6242,Haematocrit abnormal
6243,Asphyxia
6244,Post-traumatic epilepsy
6245,Oedema due to cardiac disease
6246,Glucose tolerance increased
6247,Epiphyseal injury
6248,Pityriasis lichenoides et varioliformis acuta
6249,Yersinia serology negative
6250,Keratitis bacterial
6251,Cholangiogram
6252,Neutrophil morphology abnormal
6253,Urea urine
6254,Sick leave
6255,Energy increased
6256,Pulmonary haemorrhage
6257,Crystal deposit intestine
6258,Chronic graft versus host disease
6259,Genetic counselling
6260,Ileal ulcer
6261,Movement disorder
6262,Idiopathic pulmonary fibrosis
6263,Lung abscess
6264,Nasal cavity packing
6265,Cancer screening normal
6266,Glare
6267,Adiposis dolorosa
6268,Nightmare
6269,Femoral artery embolism
6270,Tachycardia paroxysmal
6271,Enlarged uvula
6272,Urine beryllium increased
6273,Addison's disease
6274,Tympanoplasty
6275,Maternal alcohol use
6276,Renal-limited thrombotic microangiopathy
6277,Faecal elastase test
6278,Dystrophic calcification
6279,Dysthymic disorder
6280,Relapsing-remitting multiple sclerosis
6281,Hypothalamo-pituitary disorder
6282,Rebound psoriasis
6283,Tracheitis
6284,Uterine repair
6285,Poliomyelitis post vaccine
6286,Progesterone normal
6287,SARS-CoV-2 carrier
6288,Device occlusion
6289,Adrenocortical insufficiency acute
6290,Blood amino acid level abnormal
6291,Metamyelocyte count increased
6292,Urethritis gonococcal
6293,Recurring skin boils
6294,Vena cava filter insertion
6295,Conjunctivitis infective
6296,Poverty of speech
6297,Trichomoniasis
6298,Intratympanic injection
6299,Lymphocyte count abnormal
6300,Infected lymphocele
6301,Periorbital injury
6302,Cholesterosis
6303,Device placement issue
6304,Perineal cyst
6305,Persistent corneal epithelial defect
6306,Performance fear
6307,Single photon emission computerised tomogram abnormal
6308,Thyrotoxic crisis
6309,Oesophagogastroscopy
6310,Erythema ab igne
6311,Heavy exposure to ultraviolet light
6312,Ventricular flutter
6313,Vaccination site erosion
6314,Hepatopulmonary syndrome
6315,Premature ageing
6316,Ischaemic enteritis
6317,Pleural decortication
6318,Pulmonary pneumatocele
6319,Hepatitis B reactivation
6320,Neutrophil count normal
6321,Presbyacusis
6322,Yolk sac tumour site unspecified
6323,Psychosomatic disease
6324,Radial nerve compression
6325,Urine chloride
6326,Haemarthrosis
6327,Cryptococcosis
6328,Bacterial gingivitis
6329,Application site rash
6330,Aicardi's syndrome
6331,Chronic disease
6332,Anal ulcer
6333,Mucosal biopsy
6334,Incision site oedema
6335,Heart transplant rejection
6336,Deformity thorax
6337,Product taste abnormal
6338,Throat clearing
6339,Abnormal clotting factor
6340,Respiratory syncytial virus serology positive
6341,Post procedural haemorrhage
6342,Brief psychotic disorder without marked stressors
6343,Medical device discomfort
6344,Blood phosphorus decreased
6345,Inhibitory drug interaction
6346,Congenital vesicoureteric reflux
6347,Cardio-ankle vascular index
6348,Umbilical hernia
6349,Gastrointestinal obstruction
6350,Acid fast bacilli infection
6351,Corneal endothelial cell loss
6352,Coronary artery thrombosis
6353,Progestin therapy
6354,Post vaccination challenge strain shedding
6355,Arterial compression therapy
6356,Dental local anaesthesia
6357,Haemoglobin urine absent
6358,Eye infection staphylococcal
6359,Periorbital inflammation
6360,Radiotherapy to pharynx
6361,Lymphoplasmacytoid lymphoma/immunocytoma
6362,Hypovolaemia
6363,Chronic rhinosinusitis without nasal polyps
6364,Self esteem decreased
6365,Excitability
6366,Drug level abnormal
6367,Lactose tolerance test abnormal
6368,Ulnar neuritis
6369,Pseudopolyposis
6370,Analgesic intervention supportive therapy
6371,Avoidant personality disorder
6372,Thymol turbidity test
6373,Enzyme abnormality
6374,Medical device site fistula
6375,Liver function test decreased
6376,Biopsy spinal cord abnormal
6377,Oestrogen receptor assay negative
6378,Reflux gastritis
6379,Lymphoplasmacytoid lymphoma/immunocytoma stage IV
6380,Connective tissue inflammation
6381,Acid peptic disease
6382,Biopsy endometrium abnormal
6383,Atrial natriuretic peptide normal
6384,Coagulation time normal
6385,Photopsia
6386,Neuritis
6387,Mesenteric vascular insufficiency
6388,Pulmonary imaging procedure abnormal
6389,Intestinal adenocarcinoma
6390,Feeling of body temperature change
6391,Nasal polyps
6392,Arthrogram
6393,Acute monocytic leukaemia
6394,BRCA1 gene mutation assay
6395,Blood glucose
6396,Xanthogranuloma
6397,Lymphadenopathy
6398,Idiopathic pancreatitis
6399,T-cell type acute leukaemia
6400,Urine antigen test
6401,Eosinophil cationic protein increased
6402,Carcinoid tumour pulmonary
6403,Skin nodule
6404,Homicidal ideation
6405,Metamyelocyte percentage
6406,Apolipoprotein C
6407,Pacemaker syndrome
6408,Tandem gait test abnormal
6409,Gastrooesophageal sphincter insufficiency
6410,Tooth repair
6411,Thyroid size decreased
6412,Post-traumatic headache
6413,Red blood cell elliptocytes present
6414,Ovarian prolapse
6415,Chondroblastoma
6416,Blood creatinine abnormal
6417,Staphylococcal skin infection
6418,Anotia
6419,Copeptin
6420,Maternal exposure timing unspecified
6421,Bronchoscopy abnormal
6422,Intrapulmonary lymphadenopathy
6423,Vascular graft infection
6424,Hyperfibrinogenaemia
6425,Congenital floppy infant
6426,Eyelid boil
6427,Lithiasis
6428,Parasite urine test negative
6429,Intervertebral disc disorder
6430,Hepatic fibrosis
6431,Culture tissue specimen negative
6432,Cardiac murmur
6433,Gastric adenoma
6434,Corneal decompensation
6435,Oedema due to hepatic disease
6436,Loopogram
6437,Erythrocyte osmotic fragility test
6438,Drug effect less than expected
6439,Biopsy vulva normal
6440,Glutamate dehydrogenase level normal
6441,Exocrine pancreatic function test abnormal
6442,Ear canal injury
6443,Head circumference abnormal
6444,Herpes zoster reactivation
6445,Isoimmune haemolytic disease
6446,Metastatic carcinoid tumour
6447,Blood testosterone abnormal
6448,Catheter site related reaction
6449,Microgenia
6450,Respiratory arrest
6451,Drug eruption
6452,Limb fracture
6453,Cryoglobulins
6454,Retinopathy hypertensive
6455,Peripheral artery aneurysm rupture
6456,Arterial graft
6457,Malabsorption from administration site
6458,Nail picking
6459,Congenital musculoskeletal anomaly
6460,Buccal mucosal roughening
6461,Glycosylated haemoglobin normal
6462,Implantable defibrillator removal
6463,Nipple inflammation
6464,Eosinophilic colitis
6465,Onychoclasis
6466,Congenital pneumonia
6467,Gingivitis ulcerative
6468,Bartonella test positive
6469,Prothrombin time normal
6470,Scapholunate dissociation
6471,Congenital neurological disorder
6472,Prostatic abscess
6473,Subacute endocarditis
6474,Blood urine present
6475,Cystogram
6476,Nephrocalcinosis
6477,Testis cancer
6478,Abdominal bruit
6479,Renal infarct
6480,Stoma site inflammation
6481,Juvenile absence epilepsy
6482,Renal cancer stage I
6483,Urinary retention
6484,Buccoglossal syndrome
6485,Tracheal cancer
6486,Blood testosterone free normal
6487,Galactosialidosis
6488,Periorbital infection
6489,HIV antibody
6490,Haemangioma of liver
6491,Breast haemorrhage
6492,Morganella infection
6493,Catheter culture
6494,Obsessive-compulsive personality disorder
6495,Haemorrhage neonatal
6496,Subclavian vein occlusion
6497,Bursitis
6498,Device use error
6499,Protein S abnormal
6500,Marrow hyperplasia
6501,Hepatitis toxic
6502,Cystic fibrosis
6503,Adrenalitis
6504,Very low density lipoprotein decreased
6505,Cardiac function test
6506,Vaccination site scar
6507,Skeletal muscle enzymes
6508,Convulsion neonatal
6509,Mean cell haemoglobin concentration abnormal
6510,Amputation stump pain
6511,Bladder calculus removal
6512,Post procedural urine leak
6513,Ultrasound penis
6514,Corneal striae
6515,Angiotensin converting enzyme normal
6516,Total lung capacity normal
6517,Blood lactate dehydrogenase
6518,Sterilisation
6519,Aplastic anaemia
6520,Vestibulitis
6521,Forced expiratory volume abnormal
6522,Communication disorder
6523,Small fibre neuropathy
6524,Stiff tongue
6525,NYHA classification
6526,Ovarian rupture
6527,Selective IgM immunodeficiency
6528,End-tidal CO2 increased
6529,Thyroid cancer stage IV
6530,Heparin-induced thrombocytopenia
6531,Greater trochanteric pain syndrome
6532,Iron binding capacity unsaturated
6533,Renal cell carcinoma recurrent
6534,Electrocardiogram PR prolongation
6535,Rinne tuning fork test abnormal
6536,Oesophagogastroduodenoscopy
6537,Subclavian artery aneurysm
6538,Multiple myeloma
6539,Schistosomiasis cutaneous
6540,Neurological examination abnormal
6541,Herpes zoster disseminated
6542,Congestive cardiomyopathy
6543,Corneal pachymetry
6544,Iron binding capacity total increased
6545,Hepatic congestion
6546,Pancreaticogastrostomy
6547,Atrophic glossitis
6548,Vaccination site pain
6549,Psychotic behaviour
6550,Lumbar puncture abnormal
6551,Diuretic therapy
6552,Ovariocentesis
6553,Cholangitis chronic
6554,Drug specific antibody
6555,Hemiparaesthesia
6556,Tongue haematoma
6557,Physical examination of joints
6558,Nervous system injury
6559,Tetanus neonatorum
6560,Dermal filler reaction
